Moisture_Level,temperature_C,humidity,Is_rainy,Reduce_Water
33,33,87,0,1
66,21,31,0,1
43,25,55,0,1
48,24,65,1,0
37,36,77,1,0
62,19,37,1,0
63,29,58,0,1
57,30,59,0,1
87,41,35,0,0
83,27,30,0,0
78,38,40,1,0
59,40,45,0,1
58,24,48,0,1
42,36,90,0,1
84,21,80,0,0
74,29,51,0,1
76,30,56,1,0
86,29,81,0,0
42,21,61,0,1
71,34,47,1,0
72,29,98,1,0
60,38,90,0,1
30,23,67,0,1
34,17,75,1,0
44,19,31,0,1
42,20,89,1,0
91,20,36,0,0
76,17,94,0,1
70,34,54,1,0
51,31,70,1,0
75,25,35,1,0
37,32,76,0,1
70,20,88,0,1
67,38,61,1,0
47,21,51,1,0
46,25,83,0,1
75,39,63,0,1
43,32,70,0,1
80,36,68,0,1
48,20,51,0,1
32,35,83,0,1
74,30,70,0,1
80,37,58,0,1
74,32,69,0,1
33,24,35,1,0
81,32,69,1,0
98,24,55,1,0
91,34,94,0,0
79,28,54,1,0
81,28,71,1,0
89,33,60,1,0
76,19,31,0,1
39,41,68,1,0
44,25,43,1,0
91,41,97,0,0
91,24,56,1,0
77,24,45,1,0
78,41,86,0,1
58,26,59,1,0
59,33,75,0,1
45,24,49,1,0
68,29,69,1,0
36,38,73,1,0
42,36,76,1,0
94,19,82,0,0
34,30,98,1,0
38,31,46,0,1
98,33,87,1,0
89,19,42,1,0
53,20,45,0,1
94,20,69,0,0
71,35,81,1,0
57,42,56,1,0
81,32,30,0,0
76,36,36,1,0
41,28,64,0,1
46,37,78,0,1
59,28,92,1,0
60,27,55,0,1
77,42,60,0,1
41,24,71,1,0
63,20,79,1,0
75,29,87,1,0
87,34,96,0,0
99,18,38,1,0
86,22,38,1,0
99,36,31,0,0
69,18,81,0,1
50,37,38,1,0
52,41,48,0,1
51,32,51,1,0
61,23,56,0,1
71,39,66,0,1
30,38,30,1,0
34,35,41,0,1
67,21,79,0,1
39,26,59,1,0
34,31,52,1,0
96,21,43,1,0
32,34,35,0,1
80,18,36,0,1
89,30,81,0,0
81,18,66,1,0
33,42,42,1,0
34,25,86,1,0
95,24,76,0,0
51,20,35,1,0
72,35,79,1,0
84,34,30,0,0
30,28,98,0,1
55,37,39,0,1
40,27,84,1,0
51,31,88,1,0
100,30,32,1,0
84,41,76,1,0
82,27,34,0,0
66,31,97,1,0
71,23,95,1,0
67,25,99,1,0
75,30,61,0,1
83,20,62,0,0
33,30,70,0,1
77,17,66,1,0
33,30,100,1,0
97,39,51,0,0
31,35,52,0,1
50,36,78,0,1
59,38,95,0,1
33,23,72,0,1
83,34,36,1,0
44,32,62,1,0
91,34,33,0,0
95,26,56,1,0
32,30,98,0,1
63,35,57,1,0
61,40,34,1,0
92,38,73,0,0
82,24,45,1,0
42,39,33,1,0
33,40,34,0,1
50,41,89,0,1
54,33,93,1,0
42,19,46,0,1
34,39,47,0,1
39,20,92,0,1
86,30,95,1,0
36,42,45,1,0
77,27,47,0,1
63,34,49,0,1
79,32,85,0,1
69,24,81,1,0
30,35,67,1,0
98,42,39,1,0
52,40,75,1,0
41,37,88,1,0
49,18,35,0,1
63,32,36,0,1
78,21,60,0,1
50,36,53,0,1
98,19,97,0,0
35,21,70,1,0
53,33,58,0,1
96,37,98,1,0
38,19,39,1,0
87,37,43,0,0
100,27,56,0,0
69,33,59,0,1
76,36,81,1,0
48,26,48,1,0
65,27,84,0,1
58,39,32,1,0
95,39,47,1,0
40,19,39,1,0
53,31,96,1,0
92,17,86,0,0
39,37,54,1,0
56,21,52,0,1
98,32,51,0,0
38,27,83,1,0
56,36,62,0,1
66,42,96,0,1
32,24,86,0,1
62,24,45,0,1
35,17,54,0,1
42,21,70,1,0
97,28,38,0,0
94,34,61,1,0
37,25,54,1,0
100,17,40,1,0
38,21,86,0,1
59,27,33,1,0
59,23,54,0,1
35,34,44,0,1
96,35,96,0,0
98,23,57,0,0
67,18,92,0,1
37,20,61,1,0
60,42,55,1,0
95,18,34,1,0
65,38,37,0,1
91,26,68,1,0
68,22,100,1,0
88,38,33,1,0
97,17,39,1,0
93,34,70,1,0
79,40,52,1,0
98,26,82,1,0
87,31,36,1,0
98,38,70,1,0
57,26,72,0,1
70,38,63,0,1
80,27,64,1,0
58,28,53,0,1
68,19,95,1,0
72,34,49,0,1
69,32,36,1,0
75,23,97,1,0
99,28,77,1,0
71,32,80,0,1
88,40,91,0,0
93,17,58,1,0
54,33,89,1,0
63,26,88,1,0
50,41,75,1,0
40,37,55,0,1
41,23,100,0,1
47,35,44,1,0
67,26,91,0,1
42,42,56,1,0
53,33,59,0,1
77,40,36,0,1
31,26,68,1,0
89,20,75,1,0
38,34,79,1,0
91,24,49,1,0
52,27,81,0,1
78,24,62,1,0
57,32,37,1,0
83,25,90,1,0
37,25,96,1,0
66,28,55,0,1
53,19,84,0,1
34,17,91,0,1
89,39,94,1,0
86,31,35,0,0
100,42,55,0,0
52,17,84,1,0
38,37,44,1,0
99,42,32,1,0
70,37,42,1,0
82,37,41,1,0
90,20,64,0,0
80,18,35,0,1
66,41,53,1,0
35,20,44,1,0
69,30,56,1,0
72,25,69,0,1
48,21,65,0,1
51,22,74,0,1
81,27,57,1,0
44,32,54,0,1
97,18,36,0,0
32,36,59,1,0
76,34,60,0,1
78,35,32,0,1
64,22,77,0,1
60,21,83,0,1
82,20,34,1,0
35,25,53,0,1
86,42,44,1,0
47,34,98,1,0
91,31,82,1,0
45,36,66,0,1
57,28,43,0,1
86,27,77,0,0
55,22,61,0,1
98,18,84,1,0
98,36,54,1,0
53,27,81,1,0
69,39,71,0,1
35,36,49,1,0
79,36,53,0,1
63,35,33,0,1
34,40,59,1,0
44,23,70,0,1
81,20,51,1,0
98,37,49,1,0
45,18,95,0,1
64,41,96,0,1
77,39,67,0,1
83,40,82,0,0
75,24,40,1,0
39,37,80,1,0
47,24,54,0,1
82,17,86,1,0
59,40,100,1,0
43,37,59,0,1
58,33,80,0,1
61,26,33,1,0
79,18,71,1,0
39,23,35,0,1
84,39,31,0,0
70,39,71,1,0
45,28,55,1,0
68,30,73,1,0
48,40,85,1,0
60,27,48,1,0
93,22,80,0,0
89,39,56,0,0
36,36,61,1,0
56,19,87,0,1
79,36,65,1,0
40,24,91,0,1
72,21,86,0,1
45,26,74,1,0
67,24,74,0,1
94,21,59,1,0
58,37,70,1,0
40,17,54,1,0
37,32,84,0,1
71,34,56,0,1
85,41,36,0,0
84,19,62,0,0
51,29,84,1,0
94,20,78,1,0
66,41,69,0,1
98,32,67,1,0
70,39,70,0,1
90,31,84,0,0
75,19,69,0,1
34,23,93,0,1
61,27,75,0,1
43,29,77,1,0
81,27,99,1,0
64,22,81,1,0
44,34,93,1,0
93,25,54,1,0
93,28,78,0,0
52,37,92,0,1
72,36,49,0,1
60,41,87,1,0
95,29,86,1,0
45,30,83,0,1
44,41,96,1,0
71,34,40,1,0
40,26,71,1,0
43,29,84,1,0
42,17,39,1,0
74,25,57,0,1
61,29,72,0,1
46,36,46,1,0
77,37,32,0,1
83,29,58,0,0
85,23,45,1,0
36,24,55,0,1
60,34,96,0,1
73,34,51,1,0
99,39,46,0,0
61,38,50,1,0
46,31,89,1,0
89,37,41,1,0
54,24,47,1,0
80,19,72,1,0
75,18,66,1,0
36,19,84,0,1
54,42,53,1,0
51,36,37,0,1
66,22,83,1,0
53,18,65,0,1
54,20,93,1,0
73,28,88,1,0
85,23,82,0,0
41,28,54,1,0
98,36,50,0,0
65,25,97,1,0
67,39,80,0,1
89,41,64,1,0
49,17,100,0,1
100,20,55,0,0
100,34,51,1,0
60,28,32,0,1
80,22,77,0,1
77,25,82,0,1
66,40,83,0,1
49,39,72,1,0
84,34,77,0,0
73,25,50,0,1
85,19,88,1,0
55,20,97,0,1
55,24,94,1,0
91,29,65,1,0
90,40,90,0,0
74,25,85,0,1
96,42,32,1,0
50,31,79,1,0
39,27,98,0,1
59,39,76,0,1
50,20,95,0,1
43,37,45,1,0
86,38,97,1,0
85,26,62,1,0
95,40,81,1,0
84,37,81,0,0
82,23,76,1,0
30,18,98,1,0
91,22,70,0,0
68,40,41,0,1
94,37,43,1,0
78,31,53,0,1
52,33,38,0,1
60,32,65,0,1
67,34,35,0,1
42,21,78,1,0
99,37,64,1,0
53,40,53,1,0
47,29,46,0,1
92,29,31,0,0
77,38,51,1,0
79,42,66,1,0
30,29,72,0,1
91,30,52,0,0
37,28,87,1,0
67,40,80,1,0
64,24,38,0,1
94,41,37,1,0
38,38,93,0,1
35,26,58,1,0
81,17,90,1,0
92,35,83,1,0
83,36,58,1,0
65,20,94,1,0
54,32,41,1,0
33,32,82,0,1
100,31,39,0,0
54,17,85,0,1
78,39,32,0,1
87,27,85,1,0
70,17,99,1,0
62,32,92,0,1
60,35,42,0,1
73,31,37,0,1
79,20,76,1,0
66,20,59,0,1
47,18,68,0,1
46,30,36,1,0
36,33,39,0,1
55,32,84,0,1
53,35,66,1,0
41,25,90,0,1
43,17,97,0,1
34,27,89,0,1
48,18,72,0,1
69,32,70,1,0
79,39,52,0,1
61,36,45,0,1
87,28,57,0,0
38,32,86,0,1
73,38,62,0,1
43,25,63,1,0
38,26,55,1,0
53,21,56,0,1
76,21,89,1,0
59,39,78,0,1
49,17,33,0,1
68,33,34,0,1
70,21,62,0,1
65,35,95,1,0
31,29,82,0,1
76,18,33,1,0
55,30,52,0,1
49,26,31,0,1
59,32,95,0,1
41,38,61,0,1
46,25,98,0,1
38,23,97,0,1
89,41,99,0,0
37,38,99,0,1
61,23,32,0,1
94,28,40,0,0
82,30,86,0,0
52,24,44,1,0
94,35,64,0,0
82,25,49,0,0
85,36,90,0,0
55,38,81,1,0
81,35,46,1,0
70,31,52,1,0
67,42,51,1,0
40,27,49,0,1
55,40,83,1,0
99,40,68,1,0
99,39,98,1,0
72,35,41,0,1
64,29,61,0,1
31,42,74,0,1
78,24,35,1,0
33,25,52,1,0
48,24,52,1,0
30,19,86,1,0
60,41,36,0,1
39,36,45,1,0
84,18,92,1,0
71,23,98,1,0
37,31,84,0,1
83,27,100,0,0
66,25,77,0,1
72,41,63,0,1
94,37,92,0,0
98,35,58,0,0
43,17,83,0,1
39,26,39,0,1
98,22,67,0,0
53,40,59,0,1
71,20,96,0,1
50,42,31,1,0
78,40,54,0,1
61,31,41,0,1
76,33,86,1,0
71,38,68,0,1
61,35,76,1,0
66,41,69,1,0
60,32,60,1,0
58,27,76,0,1
74,24,53,1,0
45,17,73,0,1
91,32,98,1,0
40,18,86,0,1
93,33,90,0,0
72,32,92,1,0
58,17,41,0,1
99,33,73,0,0
30,35,43,1,0
88,28,90,0,0
73,19,94,0,1
32,19,71,1,0
70,35,70,1,0
96,37,54,0,0
82,35,43,1,0
85,35,81,0,0
31,42,74,0,1
94,30,77,1,0
84,37,88,1,0
89,32,45,1,0
59,36,43,1,0
88,18,44,0,0
44,19,81,0,1
30,40,73,1,0
56,20,43,1,0
60,24,44,0,1
58,24,91,1,0
38,40,36,1,0
35,32,42,1,0
58,22,50,0,1
55,21,96,1,0
96,18,74,1,0
96,39,63,1,0
52,29,78,1,0
38,26,70,1,0
79,36,79,1,0
55,18,99,1,0
58,28,81,0,1
49,36,38,1,0
53,33,91,0,1
76,41,44,1,0
47,38,83,1,0
77,17,39,0,1
55,24,41,1,0
56,33,87,1,0
75,28,41,0,1
82,27,36,0,0
30,32,88,0,1
51,23,44,1,0
35,36,45,1,0
68,34,57,0,1
34,31,35,0,1
42,20,38,1,0
98,42,89,0,0
60,31,86,1,0
44,30,53,0,1
68,40,69,1,0
39,37,100,1,0
85,18,68,0,0
60,22,97,1,0
62,42,35,0,1
78,27,30,1,0
93,42,54,1,0
67,33,88,0,1
74,37,36,1,0
96,37,71,0,0
62,20,65,1,0
99,29,39,0,0
97,22,78,1,0
81,30,32,0,0
45,18,93,0,1
79,26,85,1,0
86,19,100,1,0
64,28,53,0,1
42,24,32,1,0
39,33,50,1,0
67,29,86,0,1
75,17,33,0,1
43,19,99,0,1
76,36,91,0,1
68,37,99,0,1
79,22,49,1,0
41,41,43,1,0
37,32,37,0,1
80,36,48,1,0
88,23,37,0,0
91,30,81,1,0
36,18,72,1,0
42,34,70,0,1
69,29,37,1,0
91,20,72,1,0
86,31,87,0,0
68,34,37,0,1
31,27,87,0,1
95,28,34,1,0
93,37,55,0,0
98,41,61,0,0
96,19,70,1,0
49,23,56,1,0
39,24,41,0,1
95,37,54,1,0
80,39,36,0,1
46,20,62,0,1
81,33,64,0,0
81,27,99,0,0
80,17,67,1,0
74,36,99,1,0
57,35,70,0,1
38,35,42,1,0
53,34,46,1,0
47,21,47,0,1
68,28,84,1,0
81,29,66,1,0
44,23,41,0,1
30,38,95,1,0
51,39,85,1,0
45,27,38,1,0
60,29,34,0,1
56,39,60,1,0
96,34,52,0,0
85,30,67,1,0
43,33,35,0,1
86,20,32,1,0
91,25,66,1,0
64,25,59,1,0
58,25,50,0,1
69,23,77,1,0
46,27,72,1,0
30,40,47,1,0
62,34,55,0,1
51,31,42,0,1
65,31,78,1,0
42,24,88,1,0
86,21,95,1,0
98,39,35,0,0
56,27,64,1,0
94,17,100,0,0
65,38,42,0,1
61,40,30,1,0
45,26,50,1,0
43,39,76,0,1
46,29,99,0,1
74,33,77,1,0
88,25,79,1,0
67,38,56,0,1
85,33,58,0,0
47,41,45,0,1
75,17,47,1,0
50,36,78,1,0
47,27,54,1,0
78,22,86,0,1
73,26,84,0,1
65,35,79,0,1
30,24,45,1,0
60,42,68,0,1
82,38,49,1,0
66,20,61,1,0
43,42,64,0,1
81,29,55,0,0
86,41,87,0,0
41,33,50,0,1
82,32,48,0,0
46,39,99,1,0
78,29,84,0,1
51,30,61,1,0
34,30,92,1,0
49,26,97,0,1
42,32,83,1,0
93,40,55,0,0
78,39,33,0,1
47,35,37,1,0
98,41,93,1,0
39,29,55,0,1
33,22,60,1,0
98,17,84,0,0
34,31,43,1,0
52,39,67,1,0
97,20,81,0,0
78,26,86,0,1
73,33,65,1,0
44,19,77,0,1
56,18,70,1,0
82,35,54,1,0
45,24,48,0,1
51,18,64,0,1
54,25,81,1,0
82,24,94,0,0
81,24,48,0,0
31,37,76,0,1
53,22,46,0,1
82,19,87,0,0
69,42,81,1,0
76,31,97,1,0
86,28,52,0,0
35,19,44,0,1
49,28,55,0,1
47,42,72,0,1
83,33,79,1,0
77,23,47,0,1
79,23,73,1,0
78,41,74,0,1
39,30,41,1,0
50,34,67,0,1
50,21,75,1,0
77,22,69,0,1
95,32,75,0,0
45,40,67,0,1
87,27,45,1,0
33,24,71,0,1
43,28,67,1,0
90,34,67,1,0
50,24,36,0,1
82,42,42,0,0
76,41,47,1,0
93,30,92,1,0
57,37,37,0,1
74,20,56,0,1
50,29,58,0,1
30,34,89,1,0
83,24,75,1,0
76,22,89,1,0
73,29,95,0,1
54,41,77,1,0
43,26,59,1,0
100,36,73,1,0
81,38,49,0,0
51,38,68,0,1
89,40,40,0,0
85,38,83,1,0
56,19,34,0,1
60,20,87,1,0
78,21,59,1,0
77,40,59,0,1
75,41,39,1,0
37,25,76,0,1
75,17,41,1,0
91,38,35,0,0
97,23,35,0,0
49,39,64,0,1
63,35,67,1,0
63,42,61,1,0
30,41,54,1,0
91,36,91,1,0
86,38,70,0,0
66,26,94,0,1
98,40,80,1,0
93,17,75,1,0
75,40,53,1,0
70,26,87,1,0
63,27,36,1,0
99,33,75,0,0
67,24,72,0,1
47,32,75,1,0
84,21,34,0,0
85,34,52,0,0
75,30,89,0,1
35,39,74,0,1
33,35,41,0,1
45,21,66,0,1
53,25,36,1,0
52,32,98,0,1
63,33,30,0,1
68,29,69,0,1
88,18,54,1,0
48,41,48,0,1
71,21,83,0,1
92,22,56,0,0
31,35,95,0,1
58,40,38,1,0
36,41,59,1,0
81,40,95,0,0
77,24,57,0,1
76,29,39,0,1
92,20,98,0,0
80,19,60,1,0
37,41,63,1,0
77,26,73,0,1
31,22,98,1,0
42,20,42,1,0
72,40,66,0,1
64,40,32,0,1
83,31,52,1,0
37,18,99,0,1
68,34,41,0,1
95,35,72,0,0
82,40,61,1,0
46,39,55,1,0
99,38,48,1,0
82,30,50,0,0
75,25,79,1,0
52,20,34,0,1
64,22,42,1,0
70,25,43,1,0
100,23,40,1,0
55,27,45,0,1
39,34,77,0,1
65,18,94,0,1
87,22,50,0,0
89,32,87,1,0
32,27,55,0,1
44,17,62,1,0
71,33,76,0,1
85,20,36,0,0
88,26,80,0,0
37,29,63,1,0
64,17,87,0,1
100,34,86,1,0
86,21,35,0,0
35,35,98,1,0
75,17,92,1,0
87,19,33,1,0
52,18,90,1,0
90,33,84,1,0
48,36,82,1,0
70,37,30,0,1
66,30,91,0,1
43,33,63,1,0
59,33,82,1,0
73,22,53,0,1
55,21,65,1,0
51,19,45,0,1
38,20,69,0,1
43,35,41,1,0
34,18,68,1,0
50,35,95,1,0
79,23,35,1,0
52,39,81,1,0
95,17,64,0,0
100,39,85,1,0
87,28,45,0,0
31,21,99,0,1
69,39,53,0,1
83,25,53,1,0
79,17,48,0,1
98,39,49,0,0
41,20,81,0,1
71,27,41,0,1
39,24,46,0,1
47,36,56,1,0
35,24,32,0,1
30,30,90,1,0
35,37,59,1,0
94,39,56,1,0
40,30,64,1,0
67,28,32,1,0
84,42,53,0,0
61,22,96,0,1
78,25,39,1,0
47,40,47,1,0
92,28,41,1,0
51,33,71,0,1
88,26,71,0,0
95,30,70,1,0
40,36,40,0,1
33,28,96,1,0
76,38,39,1,0
70,26,68,1,0
76,33,98,0,1
50,34,92,1,0
38,41,48,1,0
98,19,61,1,0
56,29,49,1,0
85,33,63,0,0
44,40,47,0,1
53,35,73,1,0
58,22,50,0,1
58,32,76,1,0
68,33,68,1,0
96,34,86,0,0
94,36,58,0,0
80,32,41,1,0
32,33,65,1,0
39,41,39,1,0
64,34,65,1,0
43,19,49,0,1
41,17,93,1,0
80,28,97,0,1
39,37,78,1,0
60,41,100,0,1
56,36,88,0,1
40,40,47,0,1
62,33,55,0,1
77,17,98,1,0
84,17,50,1,0
30,33,72,1,0
40,23,47,1,0
45,34,59,0,1
47,20,47,0,1
90,38,75,1,0
31,32,34,0,1
98,42,90,1,0
78,23,36,1,0
31,25,68,0,1
31,18,76,1,0
85,36,83,1,0
63,39,90,0,1
75,22,32,0,1
44,33,96,0,1
69,28,31,1,0
91,33,81,0,0
42,24,95,1,0
30,22,41,0,1
95,35,60,1,0
56,19,53,1,0
75,18,43,0,1
82,23,48,0,0
74,20,64,0,1
41,30,79,0,1
53,40,85,0,1
35,39,85,1,0
98,39,70,1,0
96,37,36,1,0
80,26,83,0,1
53,38,43,1,0
66,36,53,1,0
51,20,62,0,1
33,35,92,1,0
73,29,46,0,1
56,42,60,0,1
49,20,91,0,1
41,35,66,0,1
49,26,93,0,1
55,19,46,0,1
71,36,66,0,1
30,28,51,1,0
55,25,67,0,1
43,29,30,0,1
93,34,66,0,0
47,35,97,1,0
78,42,47,0,1
58,28,98,1,0
48,38,61,0,1
99,34,80,1,0
91,41,63,1,0
47,21,30,0,1
44,24,61,1,0
67,34,74,0,1
37,21,71,1,0
62,38,43,1,0
69,39,58,1,0
62,30,89,1,0
42,36,55,1,0
40,40,46,0,1
37,40,75,0,1
42,20,85,0,1
58,18,32,1,0
52,17,91,0,1
35,30,57,1,0
72,40,71,1,0
73,19,69,1,0
47,21,47,1,0
63,40,47,0,1
32,35,93,1,0
58,17,30,1,0
95,37,38,1,0
90,28,70,0,0
97,27,94,0,0
46,33,67,1,0
35,25,72,0,1
60,35,90,0,1
56,30,44,1,0
93,21,58,0,0
63,19,88,0,1
63,20,37,1,0
34,17,41,1,0
44,37,67,1,0
53,30,85,0,1
75,29,77,0,1
97,30,100,1,0
63,18,45,0,1
49,28,91,0,1
88,37,84,1,0
57,27,60,0,1
66,17,61,1,0
58,34,89,1,0
68,29,92,0,1
65,40,71,1,0
71,29,81,1,0
46,41,100,1,0
56,36,43,1,0
66,17,36,0,1
56,25,49,1,0
63,28,35,1,0
76,28,35,0,1
66,29,93,0,1
92,39,39,1,0
80,26,81,1,0
66,33,35,1,0
57,30,90,1,0
95,33,82,1,0
60,29,99,0,1
90,41,37,1,0
83,31,51,1,0
89,22,48,0,0
91,17,42,1,0
65,39,71,1,0
77,17,70,0,1
49,30,56,0,1
33,26,50,1,0
94,31,45,0,0
36,23,39,0,1
84,41,56,0,0
54,23,67,1,0
99,27,34,1,0
71,17,34,0,1
46,28,68,1,0
69,23,61,1,0
67,21,81,0,1
56,39,46,1,0
71,28,95,1,0
65,20,57,1,0
44,37,61,1,0
45,27,42,0,1
74,22,98,0,1
32,20,76,1,0
71,31,100,1,0
67,38,41,1,0
64,23,52,1,0
58,36,91,0,1
31,36,49,1,0
89,32,90,1,0
47,21,50,1,0
77,36,55,1,0
31,40,78,1,0
31,27,79,0,1
64,20,80,0,1
48,26,96,1,0
88,30,30,0,0
34,32,41,1,0
64,21,53,0,1
83,41,85,1,0
37,17,35,1,0
57,29,40,1,0
67,37,59,1,0
81,26,82,1,0
77,30,48,1,0
61,25,49,0,1
68,30,30,0,1
56,26,44,1,0
53,37,94,1,0
67,41,44,1,0
45,41,48,1,0
41,22,54,1,0
97,20,81,0,0
49,42,81,1,0
58,31,83,0,1
75,24,44,1,0
75,40,30,1,0
31,24,90,1,0
61,41,87,0,1
88,25,84,0,0
39,18,43,0,1
35,41,91,0,1
88,21,82,1,0
92,37,86,0,0
85,35,51,0,0
32,40,73,1,0
80,20,53,1,0
37,27,72,1,0
45,36,40,1,0
72,35,53,1,0
97,21,35,0,0
40,41,92,0,1
63,29,88,0,1
55,18,89,0,1
75,21,74,1,0
39,37,83,1,0
48,29,31,0,1
49,24,87,1,0
89,23,48,1,0
90,41,77,0,0
32,38,96,1,0
36,35,36,0,1
50,20,50,0,1
59,24,70,1,0
91,28,60,1,0
66,41,50,0,1
93,40,61,1,0
99,40,55,1,0
83,28,78,0,0
52,29,63,1,0
69,19,49,0,1
95,39,35,0,0
34,36,88,1,0
82,34,39,0,0
69,22,89,1,0
35,29,93,1,0
41,35,50,1,0
70,41,90,0,1
30,30,30,1,0
82,23,60,1,0
35,39,88,0,1
35,22,84,0,1
73,39,76,0,1
92,27,63,1,0
71,29,81,0,1
41,39,72,1,0
86,33,60,1,0
69,37,49,0,1
72,28,59,1,0
70,42,51,1,0
99,38,77,0,0
94,37,58,1,0
88,25,43,1,0
44,34,78,1,0
66,40,94,1,0
39,40,32,1,0
84,34,83,0,0
49,41,51,1,0
48,20,36,0,1
91,29,33,1,0
87,19,60,1,0
40,41,73,1,0
70,36,46,1,0
45,26,92,0,1
57,37,31,1,0
57,25,78,0,1
32,33,52,0,1
37,37,57,0,1
51,34,96,1,0
40,18,72,0,1
91,25,69,1,0
73,29,96,0,1
73,37,37,1,0
80,35,80,1,0
69,25,78,0,1
51,34,86,0,1
96,39,87,0,0
36,29,70,1,0
41,22,50,0,1
79,35,43,1,0
89,40,46,0,0
32,17,52,1,0
61,32,65,1,0
75,21,56,0,1
80,18,67,1,0
79,32,74,0,1
83,41,70,0,0
36,34,58,1,0
90,30,98,1,0
40,38,40,0,1
80,17,51,0,1
68,26,32,1,0
38,40,40,0,1
56,38,39,0,1
81,27,99,0,0
89,37,68,0,0
76,30,31,1,0
92,30,67,1,0
63,22,68,0,1
50,40,91,1,0
58,19,78,0,1
94,24,95,1,0
82,36,74,1,0
90,38,63,1,0
72,39,98,1,0
36,22,70,0,1
45,24,79,1,0
95,37,80,1,0
89,42,92,0,0
91,37,34,0,0
94,27,31,1,0
64,18,56,0,1
93,30,49,1,0
42,18,99,0,1
88,29,51,1,0
36,33,59,0,1
56,41,71,0,1
36,41,75,0,1
73,19,69,1,0
30,20,42,0,1
58,35,78,0,1
81,38,44,1,0
98,40,76,1,0
51,35,45,0,1
96,41,60,1,0
36,26,50,1,0
45,24,35,0,1
86,33,70,0,0
65,27,99,1,0
74,38,42,0,1
100,31,30,1,0
43,42,96,1,0
49,32,78,0,1
98,40,31,1,0
79,26,80,1,0
35,21,96,0,1
91,30,72,0,0
62,39,50,1,0
85,29,63,0,0
46,41,33,0,1
36,23,47,0,1
45,26,40,0,1
39,36,56,0,1
31,23,74,1,0
70,36,38,1,0
31,17,53,0,1
64,21,62,0,1
37,40,81,1,0
38,22,58,0,1
79,19,41,1,0
69,18,71,1,0
73,41,42,1,0
75,25,73,1,0
32,28,50,0,1
61,22,57,1,0
68,25,92,1,0
40,26,74,0,1
51,42,61,1,0
99,30,45,0,0
41,32,86,0,1
36,27,93,0,1
42,32,62,0,1
73,26,83,0,1
37,33,77,1,0
61,25,94,0,1
92,19,46,0,0
68,42,31,1,0
86,17,84,1,0
74,17,51,1,0
31,34,38,0,1
31,35,79,1,0
64,28,72,0,1
46,30,100,1,0
40,24,75,1,0
68,21,88,1,0
79,26,95,0,1
48,41,82,0,1
77,35,63,1,0
71,33,96,0,1
45,40,40,0,1
66,20,74,0,1
65,34,68,0,1
79,33,45,1,0
71,20,40,0,1
65,20,44,1,0
71,27,46,1,0
86,22,89,1,0
44,21,72,0,1
84,42,49,0,0
93,21,90,1,0
68,31,55,1,0
76,31,68,1,0
83,25,71,0,0
89,21,58,1,0
46,23,37,0,1
39,24,77,0,1
70,39,69,1,0
68,26,37,1,0
90,24,72,1,0
65,26,65,1,0
97,29,43,1,0
30,26,83,1,0
100,36,45,0,0
98,38,52,0,0
33,18,49,0,1
87,39,54,1,0
71,40,30,0,1
49,18,47,0,1
40,36,74,0,1
38,40,30,1,0
57,36,35,0,1
91,30,43,0,0
47,41,46,1,0
52,27,95,0,1
84,36,55,1,0
52,36,43,0,1
82,41,68,1,0
98,19,79,1,0
93,17,75,1,0
37,31,99,0,1
61,36,38,1,0
56,22,45,0,1
45,28,83,1,0
65,21,72,1,0
85,20,96,0,0
58,36,79,1,0
94,34,55,1,0
53,42,65,1,0
32,28,91,0,1
99,24,77,0,0
67,26,71,1,0
81,24,40,0,0
32,34,90,1,0
80,32,35,0,1
48,23,83,0,1
95,36,85,0,0
91,31,52,0,0
75,20,75,0,1
81,22,70,1,0
46,36,68,1,0
67,27,93,1,0
77,35,42,1,0
59,33,47,1,0
88,26,77,1,0
46,29,84,0,1
45,32,69,1,0
64,19,31,0,1
41,34,38,0,1
98,32,40,0,0
47,24,97,1,0
55,34,57,0,1
57,24,55,1,0
59,26,41,0,1
57,36,30,1,0
53,38,88,0,1
90,27,92,1,0
86,35,55,0,0
83,39,87,0,0
32,39,77,0,1
100,22,49,1,0
79,22,37,1,0
37,42,39,1,0
51,42,56,1,0
55,41,62,0,1
81,25,64,0,0
90,34,85,1,0
61,22,33,1,0
75,22,69,0,1
71,28,43,1,0
62,22,73,1,0
81,39,92,1,0
42,32,70,1,0
56,27,51,1,0
90,22,80,1,0
45,33,83,1,0
68,36,41,0,1
75,37,77,0,1
65,27,89,0,1
47,25,87,0,1
92,40,61,0,0
45,22,41,0,1
91,28,69,0,0
53,36,36,1,0
81,18,98,0,0
87,23,31,1,0
76,19,83,1,0
59,29,76,0,1
64,24,95,0,1
30,30,92,0,1
46,19,42,0,1
48,21,62,0,1
47,27,38,1,0
61,22,43,1,0
36,18,92,1,0
67,41,31,1,0
90,42,56,0,0
77,28,92,1,0
93,40,70,0,0
42,38,90,1,0
67,37,57,0,1
95,25,87,0,0
53,20,79,0,1
72,27,99,1,0
43,24,74,1,0
48,38,56,1,0
40,22,51,0,1
52,30,53,1,0
72,35,43,1,0
47,27,32,0,1
60,40,94,1,0
34,35,65,1,0
89,26,52,0,0
52,41,75,0,1
50,22,86,1,0
62,40,70,1,0
35,24,45,1,0
76,27,78,0,1
61,38,66,0,1
100,34,95,0,0
60,19,35,0,1
63,38,49,0,1
51,21,92,1,0
